customerid,churn,customer_tenure,account_contract,account_charges_monthly,account_charges_total,internet_internetservice,internet_onlinesecurity,internet_techsupport,internet_deviceprotection,cuentas_diarias
7297-DVYGA,0,51,One year,19.85,996.95,No,0,0,0,0.66
7298-IZWLY,0,1,Month-to-month,19.4,19.4,No,0,0,0,0.65
7299-GNVPL,0,23,Month-to-month,84.4,1936.85,Fiber optic,1,1,0,2.81
7301-ABVAD,0,72,Two year,86.6,6350.5,DSL,0,1,1,2.89
7302-ZHMHP,0,1,Month-to-month,19.15,19.15,No,0,0,0,0.64
7305-ZWMAJ,0,30,One year,20.7,587.1,No,0,0,0,0.69
7306-YDSOI,0,69,Two year,59.75,4069.9,DSL,1,0,1,1.99
7310-EGVHZ,0,1,Month-to-month,20.2,20.2,No,0,0,0,0.67
7311-MQJCH,0,5,One year,19.55,99.6,No,0,0,0,0.65
7312-XSBAT,0,1,Month-to-month,49.75,49.75,DSL,1,0,0,1.66
7314-OXENN,1,2,Month-to-month,82.0,184.65,Fiber optic,0,0,0,2.73
7315-WYOAW,0,13,Month-to-month,100.75,1313.25,Fiber optic,0,1,0,3.36
7317-GGVPB,1,71,Two year,108.6,7690.9,Fiber optic,0,1,1,3.62
7318-EIVKO,0,8,Month-to-month,59.25,436.6,DSL,0,0,0,1.98
7319-VENRZ,0,7,Month-to-month,64.3,445.95,DSL,0,1,1,2.14
7319-ZNRTR,0,25,One year,19.6,411.15,No,0,0,0,0.65
7321-KKSDU,0,32,Two year,20.5,696.8,No,0,0,0,0.68
7321-PKUYW,1,11,Month-to-month,90.15,987.95,Fiber optic,0,1,0,3.01
7321-VGNKU,0,2,Month-to-month,70.35,120.25,Fiber optic,0,0,0,2.34
7321-ZNSLA,0,13,Two year,40.55,590.35,DSL,1,1,0,1.35
7322-OCWHC,0,72,Two year,93.05,6735.05,Fiber optic,1,1,1,3.1
7325-ENZFI,0,39,One year,40.3,1630.4,DSL,1,1,0,1.34
7326-RIGQZ,0,6,Month-to-month,69.8,377.85,Fiber optic,0,0,0,2.33
7328-OWMOM,0,31,One year,20.1,589.25,No,0,0,0,0.67
7328-ZJAJO,0,59,Two year,19.5,1222.65,No,0,0,0,0.65
7330-WZLNC,1,5,Month-to-month,90.8,455.5,Fiber optic,0,0,0,3.03
7336-RLLRH,0,27,One year,80.85,2204.35,DSL,1,1,0,2.7
7337-CINUD,0,8,Two year,19.5,159.35,No,0,0,0,0.65
7338-ERIVA,0,39,One year,45.05,1790.6,DSL,1,1,0,1.5
7339-POGZN,0,4,Month-to-month,50.7,214.55,DSL,0,0,0,1.69
7340-KEFQE,0,51,Two year,34.2,1782.0,DSL,1,1,0,1.14
7341-LXCAF,1,4,Month-to-month,74.65,301.4,Fiber optic,0,0,0,2.49
7343-EOBEU,0,3,Month-to-month,23.6,89.05,No,0,0,0,0.79
7346-MEDWM,0,59,Month-to-month,83.25,4949.1,Fiber optic,0,0,1,2.78
7349-ALMUX,0,37,Two year,65.6,2313.8,DSL,1,1,1,2.19
7351-KYHQH,0,7,Month-to-month,64.95,493.65,DSL,0,0,1,2.16
7351-MHQVU,0,6,Month-to-month,50.95,307.6,DSL,1,1,0,1.7
7353-YOWFP,0,7,One year,20.25,129.15,No,0,0,0,0.68
7354-OIJLX,0,9,Month-to-month,75.85,724.65,Fiber optic,0,0,0,2.53
7356-AYNJP,0,4,One year,23.9,97.5,No,0,0,0,0.8
7356-IWLFW,0,46,Month-to-month,80.0,3769.7,Fiber optic,0,0,0,2.67
7359-PTSXY,1,1,Month-to-month,45.75,45.75,DSL,0,0,0,1.52
7359-SSBJK,1,64,Two year,70.2,4481.0,DSL,1,1,0,2.34
7359-WWYJV,0,72,Two year,114.45,8375.05,Fiber optic,1,1,1,3.82
7361-YPXFS,0,28,Month-to-month,64.45,1867.6,DSL,0,1,1,2.15
7363-QTBIW,0,9,Month-to-month,79.75,769.1,Fiber optic,0,0,0,2.66
7365-BVCJH,0,1,Month-to-month,24.4,24.4,DSL,0,0,0,0.81
7369-TRPFD,0,19,One year,18.8,279.2,No,0,0,0,0.63
7375-WMVMT,0,71,Two year,95.5,6707.15,Fiber optic,0,1,1,3.18
7377-DMMRI,1,2,Month-to-month,47.8,92.45,DSL,1,0,0,1.59
7379-FNIUJ,0,2,Month-to-month,100.2,198.5,Fiber optic,1,0,0,3.34
7379-POKDZ,1,3,Month-to-month,70.3,208.85,Fiber optic,0,0,0,2.34
7382-DFJTU,0,18,Month-to-month,55.2,1058.1,DSL,0,1,1,1.84
7384-GHBPI,1,3,Month-to-month,35.15,99.75,DSL,0,0,0,1.17
7389-KBFIT,0,2,Month-to-month,30.25,63.75,DSL,0,0,0,1.01
7392-YYPYJ,0,22,Month-to-month,100.65,2415.95,Fiber optic,0,0,0,3.36
7394-FKDNK,1,9,Month-to-month,89.45,853.1,Fiber optic,0,0,0,2.98
7394-LWLYN,0,2,Month-to-month,70.15,123.8,Fiber optic,0,0,0,2.34
7395-IGJOS,1,17,Month-to-month,81.5,1329.2,Fiber optic,0,0,0,2.72
7395-XWZOY,0,20,Month-to-month,55.0,1165.55,DSL,1,1,1,1.83
7396-VJUZB,0,4,Month-to-month,45.25,155.35,DSL,0,0,0,1.51
7398-HPYZQ,0,71,Two year,90.55,6404.0,DSL,1,1,1,3.02
7398-LXGYX,0,44,Month-to-month,84.8,3626.35,Fiber optic,1,0,1,2.83
7398-SKNQZ,0,3,Month-to-month,94.9,273.2,Fiber optic,0,0,0,3.16
7399-QHBJS,0,72,Two year,66.75,4760.3,DSL,1,1,0,2.22
7401-JIXNM,0,54,Two year,91.3,4965.0,DSL,1,1,1,3.04
7401-RUBNK,0,18,Month-to-month,74.8,1438.05,Fiber optic,1,0,0,2.49
7402-EYFXX,0,26,Month-to-month,93.6,2404.1,Fiber optic,0,0,0,3.12
7402-PWYJJ,0,53,One year,91.15,4862.5,Fiber optic,0,1,0,3.04
7404-JLKQG,0,3,Month-to-month,57.55,161.45,DSL,0,0,1,1.92
7407-SUJIZ,0,25,Month-to-month,20.6,541.5,No,0,0,0,0.69
7408-OFWXJ,0,72,Two year,89.8,6510.45,DSL,1,1,1,2.99
7409-JURKQ,0,53,One year,111.8,5809.75,Fiber optic,0,1,1,3.73
7409-KIUTL,1,1,Month-to-month,71.0,71.0,Fiber optic,0,0,0,2.37
7410-KTVFV,1,18,Month-to-month,49.55,878.35,DSL,0,0,1,1.65
7410-OIEDU,0,10,Month-to-month,79.85,887.35,Fiber optic,1,0,1,2.66
7410-YTJIK,1,7,Month-to-month,75.45,480.75,Fiber optic,0,0,0,2.52
7416-CKTEP,0,57,Two year,19.6,1134.25,No,0,0,0,0.65
7421-ZLUPA,0,8,Month-to-month,29.25,226.95,DSL,0,0,0,0.98
7422-WNBTY,0,33,Month-to-month,93.35,3092.0,Fiber optic,0,0,1,3.11
7426-GSWPO,0,64,Month-to-month,103.5,6548.65,Fiber optic,1,0,0,3.45
7426-RHZGU,0,9,Month-to-month,95.9,827.45,Fiber optic,0,1,0,3.2
7426-WEIJX,0,60,Month-to-month,80.95,4859.1,Fiber optic,1,0,0,2.7
7427-AUFPY,0,54,Two year,19.65,1008.7,No,0,0,0,0.65
7432-FFVAR,0,46,One year,90.95,4236.6,Fiber optic,0,1,1,3.03
7434-SHXLS,1,1,Month-to-month,20.9,20.9,No,0,0,0,0.7
7435-ZNUYY,0,6,One year,20.6,116.6,No,0,0,0,0.69
7439-DKZTW,0,1,Month-to-month,80.55,80.55,Fiber optic,0,0,0,2.68
7442-YGZFK,0,1,Month-to-month,49.8,49.8,DSL,0,0,0,1.66
7445-WMRBW,0,48,One year,73.85,3581.4,DSL,0,1,1,2.46
7446-KQISO,0,45,Two year,109.75,4900.65,Fiber optic,0,1,1,3.66
7446-SFAOA,0,37,One year,19.85,717.5,No,0,0,0,0.66
7446-YPODE,0,11,Month-to-month,60.25,662.95,DSL,1,0,0,2.01
7449-HVPIV,0,55,Month-to-month,90.4,5099.15,Fiber optic,0,0,1,3.01
7450-NWRTR,1,12,Month-to-month,99.45,1200.15,Fiber optic,0,0,1,3.32
7452-FOLON,0,39,One year,25.45,958.45,No,0,0,0,0.85
7459-IMVYU,0,38,Month-to-month,69.95,2657.55,DSL,1,1,1,2.33
7459-RRWQZ,1,15,Month-to-month,64.65,994.55,DSL,1,0,0,2.16
7460-ITWWP,0,45,Month-to-month,86.1,3861.45,Fiber optic,0,0,1,2.87
7463-IFMQU,0,72,Two year,20.05,1423.65,No,0,0,0,0.67
7465-ZZRVX,0,1,Month-to-month,70.35,70.35,Fiber optic,0,0,0,2.34
7469-LKBCI,0,16,Two year,18.95,326.8,No,0,0,0,0.63
7470-DYNOE,0,53,One year,61.1,3357.9,DSL,0,0,1,2.04
7470-MCQTK,1,13,Month-to-month,48.75,633.4,DSL,0,0,1,1.62
7471-MQPOS,0,71,One year,72.9,5139.65,DSL,0,1,1,2.43
7471-WNSUF,0,60,One year,24.15,1505.9,No,0,0,0,0.8
7472-EQOAV,0,71,One year,86.7,6179.35,Fiber optic,1,0,1,2.89
7473-ZBDSN,0,14,Two year,18.8,255.55,No,0,0,0,0.63
7479-NITWS,1,7,Month-to-month,89.35,631.85,Fiber optic,0,0,1,2.98
7480-QNVZJ,1,50,Month-to-month,95.7,4816.7,Fiber optic,0,0,0,3.19
7480-SPLEF,0,69,Two year,26.0,1796.55,No,0,0,0,0.87
7481-ATQQS,1,49,Month-to-month,90.85,4515.85,Fiber optic,0,0,1,3.03
7483-IQWIB,0,37,Month-to-month,92.95,3415.25,Fiber optic,0,0,1,3.1
7486-KSRVI,1,43,One year,100.0,4211.55,Fiber optic,0,1,0,3.33
7488-MXJIV,1,4,Month-to-month,85.65,321.65,Fiber optic,0,0,0,2.86
7492-TAFJD,0,7,Two year,38.55,280.0,DSL,1,0,1,1.28
7493-GVFIO,0,57,Two year,20.55,1252.85,No,0,0,0,0.68
7493-TPUWZ,1,1,Month-to-month,79.15,79.15,Fiber optic,0,0,0,2.64
7495-OOKFY,1,8,Month-to-month,80.65,633.3,Fiber optic,0,0,0,2.69
7501-IWUNG,0,61,Two year,73.8,4616.05,DSL,0,1,1,2.46
7501-VTYLJ,0,2,Month-to-month,51.55,106.2,DSL,0,0,0,1.72
7502-BNYGS,0,46,Month-to-month,69.1,3168.0,DSL,0,0,0,2.3
7503-EPSZW,0,64,Two year,24.05,1559.15,No,0,0,0,0.8
7503-MIOGA,0,72,Two year,89.85,6697.35,DSL,1,1,1,2.99
7503-QQRVF,1,16,Month-to-month,74.3,1178.25,Fiber optic,0,0,0,2.48
7503-ZGUZJ,1,1,Month-to-month,84.65,84.65,Fiber optic,0,0,0,2.82
7504-UWHNB,0,25,Month-to-month,69.75,1729.35,Fiber optic,0,0,0,2.33
7508-DQAKK,0,64,Two year,86.4,5442.05,DSL,1,1,1,2.88
7508-KBIMB,0,24,One year,56.25,1454.25,DSL,1,0,1,1.88
7508-MYBOG,1,14,Month-to-month,86.1,1235.55,Fiber optic,0,0,0,2.87
7508-SMHXL,0,15,Month-to-month,89.0,1288.3,Fiber optic,0,0,0,2.97
7511-YMXVQ,1,9,Month-to-month,45.4,418.8,DSL,0,0,0,1.51
7515-LODFU,0,69,Two year,20.3,1356.3,No,0,0,0,0.68
7516-GMHUV,0,50,Two year,105.05,5163.3,Fiber optic,1,0,1,3.5
7517-LDMPS,0,12,Month-to-month,84.6,1017.35,Fiber optic,0,0,0,2.82
7517-SAWMO,1,19,Month-to-month,73.2,1441.1,Fiber optic,1,0,0,2.44
7519-JTWQH,0,69,Two year,110.5,7455.45,Fiber optic,0,1,1,3.68
7520-HQWJU,0,66,Month-to-month,67.45,4508.65,DSL,1,0,1,2.25
7521-AFHAB,0,5,Month-to-month,44.8,220.45,DSL,0,0,0,1.49
7521-YXVZY,0,3,Month-to-month,19.95,58.3,No,0,0,0,0.66
7524-VRLPL,0,69,Two year,74.1,5031.0,DSL,1,1,1,2.47
7526-BEZQB,1,12,Month-to-month,96.05,1148.1,Fiber optic,0,0,0,3.2
7526-IVLYU,0,3,Month-to-month,19.65,68.35,No,0,0,0,0.65
7527-QNRUS,0,17,Two year,25.15,412.6,No,0,0,0,0.84
7529-ZDFXI,0,57,Month-to-month,89.85,4925.35,Fiber optic,0,0,0,2.99
7530-HDYDS,1,38,Month-to-month,84.25,3264.5,Fiber optic,0,1,1,2.81
7531-GQHME,0,12,Month-to-month,20.05,265.45,No,0,0,0,0.67
7534-BFESC,1,24,Month-to-month,76.1,1712.7,Fiber optic,0,0,0,2.54
7537-CBQUZ,0,63,Month-to-month,109.4,7031.45,Fiber optic,1,0,1,3.65
7537-RBWEA,0,1,Month-to-month,25.15,25.15,DSL,0,0,0,0.84
7538-GWHML,1,2,Month-to-month,69.65,145.15,Fiber optic,0,0,0,2.32
7541-YLXCL,1,36,One year,65.4,2498.4,DSL,0,1,0,2.18
7542-CYDDM,0,18,Month-to-month,20.05,358.5,No,0,0,0,0.67
7544-ZVIKX,0,58,One year,105.05,6004.85,Fiber optic,0,1,1,3.5
7547-EKNFS,1,42,Month-to-month,95.25,3959.35,Fiber optic,0,0,1,3.18
7548-SEPYI,1,5,Month-to-month,96.25,512.45,Fiber optic,0,0,0,3.21
7549-MYGPK,1,63,Month-to-month,100.55,6215.35,Fiber optic,1,0,1,3.35
7550-WIQVA,0,50,One year,108.25,5431.4,Fiber optic,1,0,1,3.61
7551-DACSP,1,6,Month-to-month,55.3,324.25,DSL,0,0,1,1.84
7551-JOHTI,1,1,Month-to-month,19.5,19.5,No,0,0,0,0.65
7552-KEYGT,0,27,Two year,19.55,520.55,No,0,0,0,0.65
7554-AKDQF,0,6,Month-to-month,45.65,323.45,DSL,0,0,0,1.52
7554-NEWDD,0,10,Two year,25.7,251.6,No,0,0,0,0.86
7558-IMLMT,0,67,Two year,20.8,1411.9,No,0,0,0,0.69
7560-QJAVJ,0,70,Two year,79.6,5589.45,DSL,1,1,1,2.65
7560-QRBXH,0,48,One year,19.95,936.7,No,0,0,0,0.66
7562-GSUHK,1,16,Month-to-month,93.2,1573.7,Fiber optic,0,0,1,3.11
7562-UXTPG,0,13,Month-to-month,70.15,886.7,Fiber optic,0,0,0,2.34
7563-BIUPC,1,5,Month-to-month,80.6,415.55,Fiber optic,0,0,0,2.69
7564-GHCVB,0,72,Two year,79.05,5730.7,Fiber optic,1,0,0,2.64
7566-DSRLQ,0,72,Two year,110.15,7998.8,Fiber optic,0,1,1,3.67
7567-ECMCM,0,24,Month-to-month,79.85,2001.0,Fiber optic,0,0,0,2.66
7568-PODML,1,1,Month-to-month,45.3,45.3,DSL,0,0,0,1.51
7569-NMZYQ,0,72,Two year,118.75,8672.45,Fiber optic,1,1,1,3.96
7570-WELNY,0,68,Two year,84.7,5711.05,Fiber optic,1,0,0,2.82
7571-YXDAD,1,2,Month-to-month,74.9,147.15,Fiber optic,0,0,0,2.5
7572-KPVKK,0,62,Two year,104.05,6590.5,Fiber optic,0,1,1,3.47
7576-ASEJU,0,41,One year,74.7,3187.65,DSL,1,1,0,2.49
7576-JMYWV,0,46,Month-to-month,110.2,4972.1,Fiber optic,1,1,0,3.67
7576-OYWBN,1,3,Month-to-month,76.05,231.8,Fiber optic,0,0,0,2.53
7577-SWIFR,0,1,Month-to-month,89.25,89.25,Fiber optic,0,0,0,2.98
7579-KKLOE,0,71,Two year,91.25,6589.6,DSL,1,1,1,3.04
7579-OOPEC,1,2,Month-to-month,50.15,115.1,DSL,0,0,0,1.67
7580-UGXNC,1,2,Month-to-month,54.85,104.2,DSL,1,0,0,1.83
7581-EBBOU,0,60,One year,70.15,4224.7,DSL,0,1,1,2.34
7586-ZATGZ,0,40,Month-to-month,84.9,3369.05,Fiber optic,0,0,0,2.83
7587-AOVVU,0,27,Month-to-month,100.75,2793.55,Fiber optic,1,1,0,3.36
7587-RZNME,1,3,Month-to-month,43.3,123.65,DSL,0,0,0,1.44
7590-VHVEG,0,1,Month-to-month,29.85,29.85,DSL,0,0,0,1.0
7593-JNWRU,1,6,Month-to-month,44.6,260.8,DSL,0,0,0,1.49
7593-XFKDI,1,1,Month-to-month,46.3,46.3,DSL,0,0,0,1.54
7594-LZNWR,0,34,Month-to-month,69.15,2275.1,Fiber optic,0,0,0,2.31
7594-RQHXR,1,1,Month-to-month,79.6,79.6,Fiber optic,0,0,0,2.65
7595-EHCDL,0,32,Month-to-month,50.6,1653.45,DSL,0,0,1,1.69
7595-EUIVN,1,1,Month-to-month,75.8,75.8,Fiber optic,0,0,0,2.53
7596-IIWYC,0,27,Two year,20.25,538.2,No,0,0,0,0.68
7596-LDUXP,0,12,One year,85.15,979.05,Fiber optic,1,0,0,2.84
7596-ZYWBB,0,65,Two year,59.6,3739.8,DSL,1,1,0,1.99
7598-UAASY,1,2,Month-to-month,76.4,151.8,Fiber optic,0,0,1,2.55
7599-FKVXZ,1,42,Month-to-month,106.15,4512.7,Fiber optic,0,1,1,3.54
7599-NTMDP,0,62,Two year,48.7,3008.55,DSL,1,1,0,1.62
7601-DHFWZ,0,48,Two year,24.0,1183.05,No,0,0,0,0.8
7601-GNDYK,0,35,Two year,19.6,686.95,No,0,0,0,0.65
7601-WFVZV,0,1,Month-to-month,19.55,19.55,No,0,0,0,0.65
7602-DBTOU,0,71,Two year,19.6,1416.5,No,0,0,0,0.65
7602-MVRMB,0,72,Two year,110.45,8058.85,Fiber optic,1,1,1,3.68
7603-USHJS,1,12,Month-to-month,73.75,871.4,Fiber optic,0,0,0,2.46
7605-BDWDC,0,31,Two year,49.85,1520.1,DSL,1,1,0,1.66
7605-SNLQG,0,45,Month-to-month,50.25,2221.55,DSL,0,0,1,1.68
7606-BPHHN,0,72,Two year,19.8,1468.75,No,0,0,0,0.66
7607-QKKTJ,0,45,One year,95.0,4368.85,Fiber optic,0,0,1,3.17
7608-RGIRO,0,62,Two year,24.4,1413.0,No,0,0,0,0.81
7609-NRNCA,0,17,One year,19.55,280.85,No,0,0,0,0.65
7609-YBPXG,0,54,Two year,87.1,4735.2,DSL,1,1,1,2.9
7610-TVOPG,0,15,Month-to-month,26.35,378.6,No,0,0,0,0.88
7611-YKYTC,0,22,Month-to-month,75.0,1573.95,Fiber optic,1,0,0,2.5
7613-LLQFO,1,12,Month-to-month,84.45,1059.55,Fiber optic,0,0,0,2.82
7614-QVWQL,1,49,One year,51.8,2541.25,DSL,0,0,0,1.73
7615-ESMYF,1,2,Month-to-month,44.6,97.1,DSL,0,0,0,1.49
7617-EYGLW,0,1,Month-to-month,19.45,19.45,No,0,0,0,0.65
7619-ODSGN,1,24,Month-to-month,54.75,1338.15,DSL,1,0,0,1.82
7619-PLRLP,0,53,One year,74.1,3833.95,DSL,1,0,1,2.47
7621-VPNET,0,42,Month-to-month,85.9,3729.75,Fiber optic,0,1,1,2.86
7622-FWGEW,0,56,Two year,85.65,4824.45,DSL,1,1,1,2.86
7622-NXQZR,0,28,Month-to-month,30.1,810.85,DSL,0,1,0,1.0
7623-HKYRK,0,6,Month-to-month,19.7,111.65,No,0,0,0,0.66
7623-TRNQN,1,1,Month-to-month,49.9,49.9,DSL,0,1,0,1.66
7625-XCQRH,1,11,Month-to-month,76.5,837.95,Fiber optic,0,0,0,2.55
7627-JKIAZ,1,37,Month-to-month,78.95,2839.65,Fiber optic,0,0,1,2.63
7629-WFGLW,0,56,One year,95.65,5471.75,Fiber optic,1,1,1,3.19
7629-WIXZF,0,7,One year,59.1,369.25,DSL,1,0,0,1.97
7632-MNYOY,1,66,One year,110.9,7432.05,Fiber optic,0,1,1,3.7
7632-YUTXB,0,25,One year,20.05,520.1,No,0,0,0,0.67
7633-MVPUY,0,57,Two year,59.75,3450.15,DSL,1,1,0,1.99
7634-HLQJR,0,47,Two year,20.05,1016.7,No,0,0,0,0.67
7634-WSWDB,0,8,Month-to-month,38.5,330.8,DSL,1,0,0,1.28
7636-OWBPG,0,12,Month-to-month,29.35,381.2,DSL,0,0,0,0.98
7636-PEPNS,0,58,One year,44.1,2413.05,DSL,0,0,0,1.47
7636-XUHWW,0,2,Month-to-month,19.9,33.7,No,0,0,0,0.66
7638-QVMVY,1,7,Month-to-month,79.0,522.95,Fiber optic,0,0,0,2.63
7639-LIAYI,0,52,Two year,79.75,4217.8,DSL,1,1,0,2.66
7639-OPLNG,0,70,Two year,79.25,5731.85,DSL,1,1,1,2.64
7639-SUPCW,1,22,Month-to-month,48.8,1054.6,DSL,1,0,0,1.63
7641-EUYET,1,46,Month-to-month,100.7,4541.2,Fiber optic,1,0,1,3.36
7641-TQFHN,0,39,Two year,100.55,3895.35,Fiber optic,0,1,0,3.35
7643-RCHXS,0,63,Two year,19.35,1263.85,No,0,0,0,0.64
7644-OMVMY,0,0,Two year,19.85,0.0,No,0,0,0,0.66
7647-GYYKX,0,54,Two year,20.35,1092.35,No,0,0,0,0.68
7649-PHJVR,0,11,One year,19.5,226.8,No,0,0,0,0.65
7649-SIJJF,0,71,Two year,80.1,5585.4,DSL,1,1,1,2.67
7654-YWJUF,0,43,One year,84.25,3539.25,Fiber optic,1,1,1,2.81
7657-DYEPJ,1,38,One year,70.15,2497.35,DSL,0,1,1,2.34
7658-UYUQS,0,21,Month-to-month,86.55,1857.25,Fiber optic,0,0,1,2.88
7660-HDPJV,1,1,Month-to-month,69.2,69.2,Fiber optic,0,0,0,2.31
7661-CPURM,0,19,One year,87.7,1725.95,Fiber optic,0,1,0,2.92
7663-CUXZB,0,59,Two year,113.75,6561.25,Fiber optic,1,1,1,3.79
7663-RGWBC,1,1,Month-to-month,44.15,44.15,DSL,0,0,0,1.47
7663-YJHSN,0,72,Two year,103.95,7556.9,Fiber optic,1,1,1,3.47
7663-ZTEGJ,0,29,One year,100.55,2830.45,Fiber optic,0,1,1,3.35
7665-NKLAV,0,36,Two year,40.65,1547.35,DSL,1,1,1,1.36
7665-TOALD,1,1,Month-to-month,69.6,69.6,Fiber optic,0,0,0,2.32
7665-VIGUD,0,10,One year,20.35,176.3,No,0,0,0,0.68
7666-WKRON,1,39,Two year,80.45,3201.55,Fiber optic,0,1,1,2.68
7668-XCFYV,0,17,Month-to-month,92.55,1614.7,Fiber optic,0,0,0,3.08
7669-LCRSD,0,12,Month-to-month,56.3,628.65,DSL,0,0,0,1.88
7670-ZBPOQ,0,58,One year,61.05,3478.75,DSL,1,1,0,2.03
7672-VFMXZ,0,57,Month-to-month,55.7,3171.6,DSL,1,1,0,1.86
7673-BQGKU,0,69,Two year,20.15,1337.5,No,0,0,0,0.67
7673-LPRNY,0,23,One year,78.55,1843.05,DSL,1,0,1,2.62
7674-YTAFD,0,33,One year,79.95,2684.85,Fiber optic,0,1,0,2.66
7675-OZCZG,1,3,Month-to-month,45.0,127.1,DSL,0,0,0,1.5
7677-SJJJK,0,8,One year,19.9,153.95,No,0,0,0,0.66
7682-AZNDK,0,34,Month-to-month,89.85,3091.75,Fiber optic,0,0,1,2.99
7683-CBDKJ,1,14,Month-to-month,65.45,937.6,DSL,1,0,0,2.18
7684-XSZIY,0,72,Two year,24.3,1643.25,No,0,0,0,0.81
7688-AWMDX,0,71,Two year,54.5,3778.2,DSL,1,1,0,1.82
7690-KPNCU,0,64,One year,73.05,4688.65,DSL,1,0,1,2.44
7691-KGKGP,0,53,Month-to-month,65.0,3363.8,DSL,0,1,0,2.17
7691-XVTZH,0,68,Two year,89.95,5974.3,Fiber optic,0,0,1,3.0
7693-LCKZL,1,5,Month-to-month,80.15,385.0,Fiber optic,0,0,0,2.67
7693-QPEFS,0,52,Month-to-month,72.95,3829.75,Fiber optic,0,0,0,2.43
7694-VLBWQ,1,67,One year,104.1,7040.85,Fiber optic,0,0,1,3.47
7695-PKLCZ,0,68,Two year,20.5,1424.9,No,0,0,0,0.68
7696-AMHOD,0,49,One year,78.0,3824.2,DSL,0,0,1,2.6
7696-CFTAT,0,37,Two year,19.8,726.1,No,0,0,0,0.66
7698-YFGEZ,0,1,Month-to-month,20.0,20.0,No,0,0,0,0.67
7703-ZEKEF,1,23,Month-to-month,81.0,1917.1,Fiber optic,0,0,1,2.7
7706-DZNKK,0,11,Month-to-month,20.45,237.3,No,0,0,0,0.68
7706-YLMQA,0,70,One year,19.7,1341.5,No,0,0,0,0.66
7707-PYBBH,0,40,Month-to-month,61.9,2647.1,DSL,1,1,0,2.06
7710-JSYOA,0,69,Two year,93.3,6398.05,Fiber optic,0,1,0,3.11
7711-GQBZC,0,71,Two year,24.7,1810.55,No,0,0,0,0.82
7711-YIJWC,0,61,One year,84.9,5264.5,DSL,1,1,1,2.83
7714-YXSMB,0,26,Month-to-month,100.5,2599.95,Fiber optic,0,0,1,3.35
7716-YTYHG,1,48,One year,82.05,4029.95,Fiber optic,0,0,0,2.74
7717-BICXI,0,60,Two year,20.55,1205.05,No,0,0,0,0.68
7718-RXDGG,0,15,Month-to-month,68.6,1108.6,Fiber optic,0,0,0,2.29
7718-UPSKJ,0,69,One year,106.4,7251.9,Fiber optic,1,1,0,3.55
7721-DVEKZ,0,1,Month-to-month,19.65,19.65,No,0,0,0,0.65
7721-JXEAW,1,59,Month-to-month,41.05,2452.7,DSL,0,0,0,1.37
7722-CVFXN,0,54,One year,105.2,5637.85,Fiber optic,0,1,0,3.51
7722-VJRQD,0,72,Two year,60.95,4549.05,DSL,1,1,1,2.03
7727-SHVZV,0,9,Month-to-month,19.5,150.35,No,0,0,0,0.65
7729-JTEEC,0,2,Month-to-month,44.5,90.05,DSL,0,0,0,1.48
7729-XBTWX,0,66,Two year,19.75,1344.5,No,0,0,0,0.66
7730-CLDSV,0,72,Two year,98.65,7129.45,Fiber optic,0,1,1,3.29
7730-IUTDZ,1,43,Month-to-month,75.2,3198.6,Fiber optic,1,0,0,2.51
7733-UDMTP,0,57,Month-to-month,55.0,3094.05,DSL,0,0,1,1.83
7734-DBOAI,1,1,Month-to-month,40.1,40.1,DSL,0,1,0,1.34
7739-LAXOG,1,32,Month-to-month,91.05,2954.5,Fiber optic,0,0,1,3.03
7740-BTPUX,0,55,Two year,113.6,6292.7,Fiber optic,0,1,1,3.79
7740-KKCXF,0,51,Month-to-month,30.05,1529.45,DSL,0,0,0,1.0
7742-MYPGI,0,6,Month-to-month,48.8,297.35,DSL,0,1,0,1.63
7743-EXURX,1,8,Month-to-month,51.05,415.05,DSL,0,0,1,1.7
7746-AWNQW,0,28,Month-to-month,35.75,961.4,DSL,0,1,1,1.19
7746-QYVCO,0,16,One year,55.85,857.8,DSL,1,0,0,1.86
7748-UMTRK,0,30,Month-to-month,101.3,2974.5,Fiber optic,0,1,0,3.38
7750-EYXWZ,0,12,One year,60.65,743.3,DSL,0,1,1,2.02
7752-XUSCI,1,60,Month-to-month,105.9,6396.45,Fiber optic,0,0,1,3.53
7753-USQYQ,0,55,One year,64.2,3627.3,DSL,0,1,0,2.14
7754-IXRMC,0,1,Month-to-month,45.35,45.35,DSL,0,0,0,1.51
7758-UJWYS,0,34,Two year,40.55,1325.85,DSL,0,1,0,1.35
7758-XKCBS,1,15,Month-to-month,29.7,438.25,DSL,0,1,0,0.99
7760-OYPDY,1,2,Month-to-month,80.65,144.15,Fiber optic,0,0,0,2.69
7762-ONLJY,0,6,One year,19.7,94.45,No,0,0,0,0.66
7762-URZQH,1,66,Two year,106.05,6981.35,Fiber optic,1,0,1,3.53
7764-BDPEE,0,3,Month-to-month,20.85,60.65,No,0,0,0,0.7
7765-LWVVH,0,72,Two year,95.1,6843.15,Fiber optic,1,0,0,3.17
7766-CLTIC,0,10,Month-to-month,60.95,629.55,DSL,0,1,0,2.03
7767-UXAGJ,1,1,Month-to-month,50.45,50.45,DSL,0,0,0,1.68
7771-CFQRQ,0,47,Two year,63.8,3007.25,DSL,0,1,0,2.13
7771-ZONAT,0,22,Two year,56.75,1304.85,DSL,0,1,1,1.89
